=HYPERLINK("https://www.youtube.com/watch?v=rGFG56tqrB0", "[Private video]")
=HYPERLINK("https://www.youtube.com/watch?v=OLBryd-39Zk", "EP143 投資與人生的心法：追求「#最佳效率」反而是報酬最低的選擇｜ Miula 專訪｜大人的Small Talk @miulaviewpoint")
=HYPERLINK("https://www.youtube.com/watch?v=YLWoTRftHmg", "EP142 完美的方法，卻常常都是無法執行的方法！？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=TaEGpbVbmoc", "EP141 什麼才是真正的「#好決定」？為什麼真正的好決定跟「#結果」未必相關！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=M2B7K-jbAy4", "EP140 不做可能會怎樣，做了會很不一樣！三個降低 #人生風險 的習慣｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=vMuwrY430jw", "EP139 你是 #裝文青 還是 #真看展？聊聊看展覽這回事｜當代藝術家 #辜琪鈞 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=B9wbJUo33dE", "EP138 要不要相信 #算命？該不該看 #星座 分析？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=oa8gvmcuD-g", "EP137 焦慮的真正源頭，可能不是你「想太多」，而是「想太少」｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=0GC5fjZYJ8g", "EP136 結婚後沒私人時間、和公婆沒話聊，怎麼辦？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=60ATNQ8dqy4", "EP135 #我在市場待了一整天，遇見最偉大的平凡｜斜槓學者 #李明璁 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=saNd1-qc_Fs", "EP134 關於職涯的上半場與下半場—你可以選擇任何事，不要讓世界來選擇你｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=U6dnNlJTclI", "EP133 跟你講幾個異國走跳的小故事：敞開心胸，不以貌取人，你會獲得更多溫暖！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=kuXXahh2f3c", "EP132 你的努力，是進取還是逃避？每個 #過度努力 的，都是傷痕累累的大人｜諮商心理師 #周慕姿 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=1t3VT3EvkmA", "EP131 天天記帳真的有意義嗎？Bryan跟你聊聊他記帳數十年的感悟。結尾附上他的極速記帳法！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=4otwwjMq-ow", "EP130 為什麼有人會進步，有人永遠 #原地踏步？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=n-9tQmM7Bes", "EP129 把自己從日常品變精品！從秘書進化為董事的成就之路｜培訓講師 周純如 訪談｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=rmsW9SVmdGQ", "EP128 畫筆上的晨間美食－《台灣早餐地圖》插畫家 百香果 訪談｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=dPTXluBo3uc", "EP127 #大人的品味：聊聊為什麼有人會買貴鬆鬆卻不準時的機械錶？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=qCFs-5fDEyg", "EP126 是什麼曾經拯救過你 你最好就試著用它來拯救世界｜整理鍊金術師 林小印 學員訪談｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=HkVQ8YzKg_E", "SP 春節特別企劃：你最難忘的春節活動是什麼？｜大人學團隊群聊｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=w2anyscprYM", "EP125 40年當鋪老闆的人生體悟：懂得「鑑人」遠比「鑑價」更重要｜大千典精品執行長 秦嗣林 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=kNRo2jQVWvM", "EP124 這一年我所經歷的神奇改變之旅｜學員訪談左芸嘉｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=VB965aJXDzk", "SP 在Clubhouse上錄Podcast！Call in特別節目｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=NZhKu7oMxLw", "EP123 我只想好好上班，有這麼難嗎？如何面對大老闆與小老闆的衝突？如何應對年度績效考核的挑戰？｜專業經理人 李君婷 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=Llmwk8zWrrA", "EP122 提升工作效率，職場必修的6個關鍵技能｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=cxrsvU1ntOY", "EP121 不再憑直覺換工作！轉職也有系統化做法？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=MAx83-H4OR0", "EP120 做好筆記就能掌握人生？職場新鮮人要做的三種筆記｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=xNSsz_B9-X4", "EP119 無法適應新公司文化，我該離職嗎？工作總是提不起勁，怎麼辦？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=W4JukIM3uNo", "EP118 女生這些問題是在測試我？！滿分回答「廢物測試」真的重要嗎？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=bXBLmw9Yduw", "EP117 讀傳記，主角的 #成功 參考就好，他們的 #挫敗 與逆襲才是精華｜五本Bryan推薦的傳記｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=gPGaOdgOsoE", "EP116 領完年終爽離職？關於 #年後轉職 你可能沒想清楚的事｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=b0tTdKdaoHo", "EP115 跨出「改變」的第一步，竟然是「不要」下定決心？！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=ImG2tJUhAx4", "EP114 學習一定要親身經歷嗎？為什麼你需要花錢請一個好老師？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=1kn5AL9u5KI", "EP113 為何你該和 #獵頭 保持好關係？30歲後，你不該只靠 #人力銀行 #找工作｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=YYvrYNerQi4", "EP112 為何買「#PS5」要假裝「#空氣清淨機」？另一半曾因為你買的東西而生氣嗎？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=kAlbrTO8ZB4", "EP111 老闆都有 #少女心！應對要有「#小心機」｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=NPCONHGLaok", "EP110 提案無法說服老闆？因為你不懂「#老闆的語言」｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=GRZAQjQBykw", "EP109 抱怨實在太有用，所以你該省著用！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=jaWN7VtXIYM", "EP108 「迴避型人格」a.k.a.叢林裡脆弱的小白兔——我們該如何與他們相處？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=8AdvrZIqGOs", "EP107 第一次開私人遊艇就上手？Bryan的海上驚魂記！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=cwT2HGB2ljE", "EP106 主管過度干預我的工作，身為新人該如何與主管相處？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=akVALI9fYCk", "EP105 戰國策教你：面對陰險小人背後插刀，除了委屈與憤怒，我們還能做什麼？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=H3j-MadJFn8", "EP104 應該堅持到底？還是適時停損？評估的兩個關鍵指標｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=Yu6V2IGn1z0", "EP103 遇事「選邊站」好像是人類的天性？我們如何才能獨立思考，練就「一流智力」？一場高中社長選舉給Bryan的反思！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=oIQcG53Ob-E", "SP 【大人小問答】應該堅持到底？還是適時停損？& 大人學網聚活動訊息｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=TL8tR7csUy4", "EP102 我們該如何面對憂鬱症｜李旻珊醫師 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=lmgyK2V1xec", "EP101 你是在追求自己的目標還是他人的認同？讓馬斯克的第一性原理帶你回到理想的本質！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=t1C-b7c89nA", "EP100 從Netflix熱門美劇《后翼棄兵》看見，原來天賦熱情是人生最好的武器｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=zAAhdBT_fqA", "EP99 媽媽都說錢要花在「刀口上」，那「刀口」到底在哪裡呢？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=F8TvWo2Fig4", "EP98 「他對我好，卻不肯確認關係」進退兩難的曖昧階段，該有的心態與策略｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=wsp-XoNprhw", "EP97 IQ高的人出社會後不一定成功，PQ（實踐智慧）或許才是關鍵｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=41FOIX5KW6s", "EP96 對工作失去熱情，是不是真的只能興趣歸興趣、賺錢歸賺錢呢？｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=KZw9S1tp7Qs", "EP95 為什麼台灣人英文學不好？因為大家誤把英文當成「尊嚴問題」｜熱愛口譯到放棄醫學院｜Sonny 陳湘陽 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=r6F_MTwNuA0", "EP94 「凡事不論斷」是做人美德，但在職場上，卻可能是對不起專業的糟糕計策！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=0Ispx0Fcgj0", "EP93 大人的品味：出身貧寒，卻靠著一流手藝，讓達官政要都甘心任他「擺布」的巧匠｜頂尖西服店 高師傅 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=uS-lzMvoEiY", "EP92 在思考人生選擇前，先想想背後的機會成本！提問是尋求建議而不是算命｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=LMgVKbZbBHw", "EP91 台瓜夫妻 #異國婚姻 的創業故事｜Yolanda & Fernando 訪談｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=N8CEEl1XlvA", "EP90 如果生命只剩10年，怎樣做才能 #不後悔？從棉花糖實驗來聊聊人生的過猶不及｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=VGfXULKXDfk", "EP89 與其說渴望成功，我更介意的是「當初沒盡全力而感到後悔」｜矽谷阿雅 專訪｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=wuMHDOL_xes", "EP88 明明是我先想到的！點子被抄襲時，Joe這樣做...｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=e88by1NrAE4", "EP87 大人與小孩的腦袋有何不同？大人擁有一套「思考的作業系統」。Bryan的系統叫做「專案管理」｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=uOnSeZJWg8I", "EP86 關係發展不順利，常是因為不夠愛自己！愛自己的第一步，男生女生可以做的事｜諮商心理師周慕姿 訪談｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=hRo4W-orUVk", "EP85 人生「#悲觀」固然不好，但無腦「#樂觀」恐怕問題更大！小孩子才做選擇，大人我 #全都要！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=FGgVXh0UdOU", "EP84 為何「#霸道總裁」總是贏過貼心暖男？從《愛的迫降》學真正能讓女生心動的戀愛策略！｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=P-Hz5r25DrE", "EP83 從「實習生」到「決策主管」，奧美集團董事總經理給新鮮人的職場建議｜謝馨慧 訪談｜大人的Small Talk")
=HYPERLINK("https://www.youtube.com/watch?v=5qBDTP9hbV4", "大人的Small Talk｜EP82 花錢進修沒效果，還不如買名牌包？進入職場的前5年，你該搞懂的自我投資策略")
=HYPERLINK("https://www.youtube.com/watch?v=3bYdgiFD-mc", "大人的Small Talk｜EP81 如何面對愛聊天的同事？海歸回國薪水打三折，爸媽又愛碎碎念怎麼辦？")
=HYPERLINK("https://www.youtube.com/watch?v=yKaADbJ_Li0", "大人的Small Talk｜EP80 戰國策教你：面對「美好的理想」與「殘酷的現實」，你該站在哪一邊？")
=HYPERLINK("https://www.youtube.com/watch?v=zzPy7URYfiQ", "大人的Small Talk｜EP79 為何好員工可能是個糟糕的創業者")
=HYPERLINK("https://www.youtube.com/watch?v=YP-bH0Hl43w", "大人的Small Talk｜EP78 如何鼓勵家人持續學習？3個步驟解決出社會後的「學習怠惰」")
=HYPERLINK("https://www.youtube.com/watch?v=cUxbCQwXi0E", "大人的Small Talk｜EP77 人生最棒的禮物之一，就是認清自己的弱項！")
=HYPERLINK("https://www.youtube.com/watch?v=i3qyl43ZIhk", "大人的Small Talk｜EP76 我訂閱了哪些內容服務？是否值得？今天一次告訴你！")
=HYPERLINK("https://www.youtube.com/watch?v=un_3BNjbCv4", "大人的Small Talk｜EP75 關於人生的適應性。在人生這個遊戲中，你是哪種人？")
=HYPERLINK("https://www.youtube.com/watch?v=hgdY0W2K-Y8", "大人的Small Talk｜EP74 年薪不到200萬，請不用煩惱這些問題！")
=HYPERLINK("https://www.youtube.com/watch?v=U2qAxawhuP0", "大人的Small Talk｜EP73 為什麼長大好難？")
=HYPERLINK("https://www.youtube.com/watch?v=MQdmr7Yslb8", "大人的Small Talk｜EP72 如何跟喜歡的女生交朋友？多年來我用這個方法，從來沒失敗過！")
=HYPERLINK("https://www.youtube.com/watch?v=fFAWqAd9jMg", "大人的Small Talk｜EP71 「嫉妒心」其實是你衡量人生的一種指標")
=HYPERLINK("https://www.youtube.com/watch?v=fFAWqAd9jMg", "大人的Small Talk｜EP71 「嫉妒心」其實是你衡量人生的一種指標")
=HYPERLINK("https://www.youtube.com/watch?v=LsmRX-dUM8g", "大人的Small Talk｜EP70 不是KPI，也非OKR！一張A4搞定職場和人生的目標管理法｜管理顧問 張敏敏 訪談")
=HYPERLINK("https://www.youtube.com/watch?v=LsmRX-dUM8g", "大人的Small Talk｜EP70 不是KPI，也非OKR！一張A4搞定職場和人生的目標管理法｜管理顧問 張敏敏 訪談")
=HYPERLINK("https://www.youtube.com/watch?v=EPgjiZ12miE", "大人的Small Talk｜EP69 關於面對「人生成功」的思考")
=HYPERLINK("https://www.youtube.com/watch?v=EPgjiZ12miE", "大人的Small Talk｜EP69 關於面對「人生成功」的思考")
=HYPERLINK("https://www.youtube.com/watch?v=GNm9Ke2etuc", "大人的Small Talk｜EP68 那些影響我至深的老師們")
=HYPERLINK("https://www.youtube.com/watch?v=oZtNYfNPu0A", "大人的Small Talk｜EP67 這些年讓我感到冒犯的邀約")
=HYPERLINK("https://www.youtube.com/watch?v=oZtNYfNPu0A", "大人的Small Talk｜EP67 這些年讓我感到冒犯的邀約")
=HYPERLINK("https://www.youtube.com/watch?v=4WjeGeRm0GQ", "大人的Small Talk｜EP66 品味不是裝逼，而是為生活建立小小的儀式感")
=HYPERLINK("https://www.youtube.com/watch?v=4WjeGeRm0GQ", "大人的Small Talk｜EP66 品味不是裝逼，而是為生活建立小小的儀式感")
=HYPERLINK("https://www.youtube.com/watch?v=RSLA7ofmhog", "大人的Small Talk｜EP65 關於面對「人生失敗」的思考")
=HYPERLINK("https://www.youtube.com/watch?v=RSLA7ofmhog", "大人的Small Talk｜EP65 關於面對「人生失敗」的思考")
=HYPERLINK("https://www.youtube.com/watch?v=RSLA7ofmhog", "大人的Small Talk｜EP65 關於面對「人生失敗」的思考")
=HYPERLINK("https://www.youtube.com/watch?v=pmnj24z0ijw", "大人的Small Talk｜EP64 當你真心想做一件事的時候，全世界都會幫你｜成為外商基金經理人之路｜Rene訪談")
=HYPERLINK("https://www.youtube.com/watch?v=pmnj24z0ijw", "大人的Small Talk｜EP64 當你真心想做一件事的時候，全世界都會幫你｜成為外商基金經理人之路｜Rene訪談")
=HYPERLINK("https://www.youtube.com/watch?v=-zgglg2z0t8", "大人的Small Talk｜EP63 #個性不同的合夥人 要如何討論公司決策？以我們自己為例")
=HYPERLINK("https://www.youtube.com/watch?v=-zgglg2z0t8", "大人的Small Talk｜EP63 #個性不同的合夥人 要如何討論公司決策？以我們自己為例")
=HYPERLINK("https://www.youtube.com/watch?v=XPSKsd1aoQ4", "大人的Small Talk｜EP62 為什麼「少說話，多做事」可能是一個最差的職場建議！")
=HYPERLINK("https://www.youtube.com/watch?v=f2ei9n9x6Fw", "大人的Small Talk｜EP61 每個人都需要的關鍵領導力－中文卡內基創辦人 黑幼龍專訪")
=HYPERLINK("https://www.youtube.com/watch?v=2IgjeyPy4Zk", "大人的Small Talk｜EP60 主管的兩難：到底員工要的是明確的方向還是自由的空間？")
=HYPERLINK("https://www.youtube.com/watch?v=2IgjeyPy4Zk", "大人的Small Talk｜EP60 主管的兩難：到底員工要的是明確的方向還是自由的空間？")
=HYPERLINK("https://www.youtube.com/watch?v=xIg2m79h7GI", "大人的Small Talk｜EP59 為什麼婚姻是戀愛的墳墓？因為每個人心中的「匱乏」")
=HYPERLINK("https://www.youtube.com/watch?v=jp0zAY3s-m0", "大人的Small Talk｜EP58 猜猜Bryan做過的10份有薪工作，其中哪個不正確？還有這些工作給Bryan的3個啟發")
=HYPERLINK("https://www.youtube.com/watch?v=vIqOwEIdC-8", "大人的Small Talk｜EP57 人生穩當的交友策略不外乎就是親近螞蟻但遠離蚱蜢")
=HYPERLINK("https://www.youtube.com/watch?v=ctV2o255Dso", "大人的Small Talk｜EP56 我如何選擇、購買、放棄與吸收一本書")
=HYPERLINK("https://www.youtube.com/watch?v=FouQAsnvr7U", "大人的Small Talk｜EP55 遠端工作心得分享&你會需要的線上工具")
=HYPERLINK("https://www.youtube.com/watch?v=ELx6Ib2dH1k", "大人的Small Talk｜EP54 為什麼我們總是對他人的看法特別在意？")
=HYPERLINK("https://www.youtube.com/watch?v=WzL4LTJPNxE", "大人的Small Talk｜EP53 如何擁有安穩的人生？讓我們從世界末日開始說起。")
=HYPERLINK("https://www.youtube.com/watch?v=Rg5QwPoDlsY", "大人的Small Talk｜EP52 少年Bryan的奇幻旅程：金門當兵的奇遇與人生啟發")
=HYPERLINK("https://www.youtube.com/watch?v=HkRhT8-0kj8", "大人的Small Talk｜EP51 風險不是預估未來，而是避開任何壞事發生時對你造成的影響")
=HYPERLINK("https://www.youtube.com/watch?v=HkRhT8-0kj8", "大人的Small Talk｜EP51 風險不是預估未來，而是避開任何壞事發生時對你造成的影響")
=HYPERLINK("https://www.youtube.com/watch?v=JIgEU3ZFuyE", "大人的Small Talk｜EP50 麵粉與鮮奶油打造的創業配方：專訪亞尼克創辦人 吳宗恩先生(下)")
=HYPERLINK("https://www.youtube.com/watch?v=JIgEU3ZFuyE", "大人的Small Talk｜EP50 麵粉與鮮奶油打造的創業配方：專訪亞尼克創辦人 吳宗恩先生(下)")
=HYPERLINK("https://www.youtube.com/watch?v=LIgS4nwW2-4", "大人的Small Talk｜EP49 麵粉與鮮奶油打造的創業配方：專訪亞尼克創辦人 吳宗恩先生(上)")
=HYPERLINK("https://www.youtube.com/watch?v=VEoTbQS0cD8", "大人的Small Talk｜EP48 生活安穩的重點，在於風險意識")
=HYPERLINK("https://www.youtube.com/watch?v=yDOmM8St5ZM", "大人的Small Talk｜EP47 職場政治你沒注意的事：辦公室小圈圈，可能是你職涯發展的罩門！")
=HYPERLINK("https://www.youtube.com/watch?v=twr-3jQOgO4", "大人的Small Talk｜EP46 戰國策告訴你好員工遇上好老闆會爆發甚麼樣的火花！")
=HYPERLINK("https://www.youtube.com/watch?v=1tyfZb2JSX8", "大人的Small Talk｜EP45 過年時，就有長輩愛指導你人生該怎麼過，怎麼辦？")
=HYPERLINK("https://www.youtube.com/watch?v=DH96SHteMSI", "大人的Small Talk｜EP44 資深員工食古不化，年輕的我權力有限，該如何推動改變？")
=HYPERLINK("https://www.youtube.com/watch?v=DFj77lHhpBY", "大人的Small Talk｜EP43 避開婆媳爭執，男生有這三個該擔負的責任！")
=HYPERLINK("https://www.youtube.com/watch?v=DFj77lHhpBY", "大人的Small Talk｜EP43 避開婆媳爭執，男生有這三個該擔負的責任！")
=HYPERLINK("https://www.youtube.com/watch?v=ksO8V5HdkXU", "大人的Small Talk｜EP42 如何跟九歲小朋友談金錢、商業與經營")
=HYPERLINK("https://www.youtube.com/watch?v=rRJchtlSzgk", "大人的Small Talk｜EP41 為何我們總是晚上想想千條路，早上醒來走原路")
=HYPERLINK("https://www.youtube.com/watch?v=T3ER_4WpmOg", "大人的Small Talk｜EP40 你能說清楚負責與當責的不同嗎？聽完三個廚師的故事就明白")
=HYPERLINK("https://www.youtube.com/watch?v=Iq3xFiWwtLc", "大人的Small Talk｜EP39 怎麼造就成熟的大人？你可以考慮朝這四個方向努力")
=HYPERLINK("https://www.youtube.com/watch?v=em_GAzXAed4", "大人的Small Talk｜EP38 派對遲到效應：分享一個快速融入陌生環境的技巧")
=HYPERLINK("https://www.youtube.com/watch?v=ZKhj_2SPZ6s", "大人的Small Talk｜EP37 公開演說容易緊張？也許你把自己看的太重要了")
=HYPERLINK("https://www.youtube.com/watch?v=pfidlBF0mog", "大人的Small Talk｜EP36 運動行銷達人Poki專訪：從一千人到數萬人的螢光夜跑")
=HYPERLINK("https://www.youtube.com/watch?v=YAbCcO-cMF8", "教你怎麼用手機/平板/iOS/Android，隨時收聽Podcast「大人的Small Talk」")
=HYPERLINK("https://www.youtube.com/watch?v=hNj-q9Fryrw", "大人的Small Talk｜EP35 人不會自動變成大人，大人是造就出來的")
=HYPERLINK("https://www.youtube.com/watch?v=951bqP2TcOk", "大人的Small Talk｜EP34 戰國策告訴你如何說服不講理的老太太")
=HYPERLINK("https://www.youtube.com/watch?v=951bqP2TcOk", "大人的Small Talk｜EP34 戰國策告訴你如何說服不講理的老太太")
=HYPERLINK("https://www.youtube.com/watch?v=WieXENZSFUk", "大人的Small Talk｜EP33 想突破同溫層嗎？或許你可以這樣做")
=HYPERLINK("https://www.youtube.com/watch?v=WhzXfzodbJ4", "大人的Small Talk｜EP32 旅美畫家黎橘：人生每一步都有意義")
=HYPERLINK("https://www.youtube.com/watch?v=P79mngi_eG0", "大人的Small Talk｜EP31 低風險的旅行經驗分享")
=HYPERLINK("https://www.youtube.com/watch?v=Sq-MaVhOaXA", "大人的Small Talk｜EP30 我為何離開美國回台灣創業")
=HYPERLINK("https://www.youtube.com/watch?v=nnqVOb4Jx7Y", "大人的Small Talk｜EP29 婚姻未必是幸福的基石，好的相處才是")
=HYPERLINK("https://www.youtube.com/watch?v=xMoaY5mCzVU", "大人的Small Talk｜EP28 向左還是向右？告訴你一個面臨人生兩難的決斷公式")
=HYPERLINK("https://www.youtube.com/watch?v=KKosD0e_7w0", "大人的Small Talk｜EP27 誠實不是體貼，不把話說盡才是。")
=HYPERLINK("https://www.youtube.com/watch?v=qz76_c4bwdo", "大人的Small Talk｜EP26 美國跟你想的不一樣！談學校與職場的文化衝擊。")
=HYPERLINK("https://www.youtube.com/watch?v=LZejMNNV9ek", "大人的Small Talk｜EP25 創業前你該準備好的五件事")
=HYPERLINK("https://www.youtube.com/watch?v=nEm3OCVEMQ8", "大人的Small Talk｜EP24 如何培養幽默感？從看哲學書開始吧！")
=HYPERLINK("https://www.youtube.com/watch?v=SWtkdg9KyJ8", "大人的Small Talk｜EP23 壓抑的夢想是未來人生的未爆彈")
=HYPERLINK("https://www.youtube.com/watch?v=m96fLou2u_o", "大人的Small Talk｜EP22 如何正確且有效地幫助朋友")
=HYPERLINK("https://www.youtube.com/watch?v=70qcUGa4x64", "大人的Small Talk｜EP21 我該不該跟喜歡的人一起經營事業？")
=HYPERLINK("https://www.youtube.com/watch?v=jV_6JsDix4A", "大人的Small Talk｜EP20 你的職場焦慮來自於看不懂局")
=HYPERLINK("https://www.youtube.com/watch?v=iP_zROv5KKQ", "大人的Small Talk｜EP19 與郭雪瑤對談：文字接案工作的趣事與秘辛")
=HYPERLINK("https://www.youtube.com/watch?v=hyX1XfnrTy8", "大人的Small Talk｜EP18 什麼年紀適合開始思考理財這件事")
=HYPERLINK("https://www.youtube.com/watch?v=blt-rfQdZqI", "大人的Small Talk｜EP17 如何銷售專業服務與知識型產品")
=HYPERLINK("https://www.youtube.com/watch?v=JjiRO4latD8", "大人的Small Talk｜EP16 讓團隊加班，付出的不僅是加班費，而是對抗風險的能力")
=HYPERLINK("https://www.youtube.com/watch?v=pWbgxPHIuiQ", "大人的Small Talk｜EP15 與御姊愛對談：「人和」會如何主導個人事業的發展")
=HYPERLINK("https://www.youtube.com/watch?v=y3Qa0409H7s", "大人的Small Talk｜EP14 我只想穿漂漂上班有何不對")
=HYPERLINK("https://www.youtube.com/watch?v=UI7YLYalqB0", "大人的Small Talk｜EP13 男生愛說教女生很感冒")
=HYPERLINK("https://www.youtube.com/watch?v=RTELCqVRvE0", "大人的Small Talk｜EP12 當女友突然變得冷淡我該如何自救")
=HYPERLINK("https://www.youtube.com/watch?v=RlLCfg2z6XQ", "大人的Small Talk｜EP11 與張愛倫聊專業口譯這一行")
=HYPERLINK("https://www.youtube.com/watch?v=r2Dj0-Ia9Hs", "大人的Small Talk｜EP10 很多人正因為可惜兩個字掉入人生的陷阱")
=HYPERLINK("https://www.youtube.com/watch?v=ltHij5vk79Q", "大人的Small Talk｜EP9 青春歡笑血淚挫敗的建中生活")
=HYPERLINK("https://www.youtube.com/watch?v=xQks1ymLXuI", "大人的Small Talk｜EP8 關於保險與退休的兩三事")
=HYPERLINK("https://www.youtube.com/watch?v=dBVZOXGHn4Q", "大人的Small Talk｜EP7 跟女生告白失敗後的補救策略")
=HYPERLINK("https://www.youtube.com/watch?v=KGSmz07WaC8", "大人的Small Talk｜EP6 靠儲蓄與投資真能提早退休？談美國的FIRE運動")
=HYPERLINK("https://www.youtube.com/watch?v=rRc6opAuxzI", "大人的Small Talk｜EP5 為何男友說要結婚卻沒行動")
=HYPERLINK("https://www.youtube.com/watch?v=zUCH1HFy2Hw", "大人的Small Talk｜EP4 知識型網紅的定位與陷阱")
=HYPERLINK("https://www.youtube.com/watch?v=qirJJ2LXrxM", "大人的Small Talk｜EP3 與羅名威聊律師這一行的真相")
=HYPERLINK("https://www.youtube.com/watch?v=IqAVfCubyrY", "大人的Small Talk｜EP2 蕭景宇的365天寫作計畫")
=HYPERLINK("https://www.youtube.com/watch?v=ZdJ07dRAlVQ", "大人的Small Talk｜EP1 如何有效率地準備考試")
=HYPERLINK("https://www.youtube.com/watch?v=O2IxemnpKaw", "[Private video]")
